DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 153.969 -33 150 -10 b_quark 0 4.18 203.908 42 -199 -14
Z 1 91.2 199.518 136 -113 15 Z 1 91.2 202.231 -160 56 -62
Z 1 91.2 134.266 -9 -98 -5 Z 1 91.2 134.266 -35 33 86
b_quark 0 4.18 99.8222 -41 -45 79 b_quark 0 4.18 176.676 68 2 -163
tau+ 0 1.78 130.806 5 -69 111 tau- 0 1.78 270.672 -98 166 -190
W+ 1 80.4 138.341 83 3 -76 W- 1 80.4 255.239 -167 -65 163
b_quark 0 4.18 120.031 -25 38 -111 b_quark 0 4.18 147.318 105 -74 72
b_quark 0 4.18 206.433 71 140 134 b_quark 0 4.18 169.524 -120 -89 -80
b_quark 0 4.18 184.229 101 131 81 b_quark 0 4.18 262.363 -179 -190 -26
b_quark 0 4.18 206.51 120 127 -110 b_quark 0 4.18 284.969 -102 -181 195
b_quark 0 4.18 136.435 7 118 68 b_quark 0 4.18 125.166 -59 -42 -102
b_quark 0 4.18 123.966 46 47 -105 b_quark 0 4.18 96.1378 10 17 94
tau+ 0 1.78 145.204 34 -55 130 tau- 0 1.78 171.482 -51 39 -159
W+ 1 80.4 140.802 88 39 -64 W- 1 80.4 101.253 -14 -54 26
W+ 1 80.4 141.567 -8 108 43 W- 1 80.4 91.1436 -15 -33 23
W+ 1 80.4 212.064 -145 29 129 W- 1 80.4 245.149 172 -127 -89
b_quark 0 4.18 144.088 -62 66 112 b_quark 0 4.18 61.1021 46 24 -32
b_quark 0 4.18 182.479 -103 -96 -116 b_quark 0 4.18 254.489 181 69 165
b_quark 0 4.18 192.952 -114 -59 -144 b_quark 0 4.18 337.044 189 152 234
b_quark 0 4.18 82.8702 -28 -75 21 b_quark 0 4.18 58.4677 22 1 -54
b_quark 0 4.18 222.321 -129 128 128 b_quark 0 4.18 235.963 136 -174 -83
W+ 1 80.4 153.747 -23 129 2 W- 1 80.4 134.407 74 -70 -35
b_quark 0 4.18 68.9817 -49 -42 24 b_quark 0 4.18 141.769 134 -30 -35
b_quark 0 4.18 66.2908 -16 64 -5 b_quark 0 4.18 70.9822 -16 -54 43
tau+ 0 1.78 86.4244 36 -67 41 tau- 0 1.78 111.014 -38 101 -26
tau+ 0 1.78 55.9658 -16 13 52 tau- 0 1.78 113.178 74 83 -21
b_quark 0 4.18 79.9592 -6 -16 -78 b_quark 0 4.18 119.977 -2 102 63
b_quark 0 4.18 199.205 -148 -119 -60 b_quark 0 4.18 343.254 234 205 145
tau+ 0 1.78 150.387 -135 -58 32 tau- 0 1.78 103.962 73 74 0
b_quark 0 4.18 147.29 96 106 35 b_quark 0 4.18 170.911 -158 -65 2
b_quark 0 4.18 179.453 128 -111 59 b_quark 0 4.18 151.246 -147 15 32
W+ 1 80.4 213.75 50 -134 -137 W- 1 80.4 284.475 3 233 142
W+ 1 80.4 187.665 39 137 92 W- 1 80.4 218 50 -196 -12
b_quark 0 4.18 176.9 134 102 54 b_quark 0 4.18 243.786 -222 -89 -47
b_quark 0 4.18 165.107 13 107 125 b_quark 0 4.18 206.324 66 -60 -186
W+ 1 80.4 173.234 -113 61 -84 W- 1 80.4 148.004 118 -29 26
Z 1 91.2 116.861 -29 -63 23 Z 1 91.2 125.851 26 58 -59
b_quark 0 4.18 119.864 79 -90 3 b_quark 0 4.18 132.009 -118 2 -59
W+ 1 80.4 133.17 -85 -61 18 W- 1 80.4 168.773 142 -16 -40
b_quark 0 4.18 182.399 -14 116 140 b_quark 0 4.18 252.154 -34 -122 -218
b_quark 0 4.18 177.92 -34 -91 -149 b_quark 0 4.18 234.048 80 156 155
b_quark 0 4.18 146.951 -129 -6 70 b_quark 0 4.18 162.066 146 -66 -24
b_quark 0 4.18 138.414 -132 -39 14 b_quark 0 4.18 112.283 67 90 1
W+ 1 80.4 138.482 -4 59 96 W- 1 80.4 220.257 -39 -132 -152
b_quark 0 4.18 102.599 22 5 -100 b_quark 0 4.18 140.966 -82 61 97
b_quark 0 4.18 169.208 -89 23 -142 b_quark 0 4.18 189.912 124 57 132
b_quark 0 4.18 112.047 76 80 19 b_quark 0 4.18 205.471 -160 -101 80
b_quark 0 4.18 86.2466 -14 75 40 b_quark 0 4.18 51.7153 -20 -31 -36
b_quark 0 4.18 163.274 -44 63 -144 b_quark 0 4.18 239.095 -12 19 238
b_quark 0 4.18 73.7867 -19 65 29 b_quark 0 4.18 103.569 -16 7 -102
b_quark 0 4.18 203.122 -136 -29 -148 b_quark 0 4.18 147.592 63 81 106
b_quark 0 4.18 166.353 -34 -120 -110 b_quark 0 4.18 225.108 60 216 20
b_quark 0 4.18 143.522 81 32 -114 b_quark 0 4.18 72.3427 -4 -68 24
b_quark 0 4.18 122.276 53 62 -91 b_quark 0 4.18 212.159 -116 -157 83
b_quark 0 4.18 118.37 -12 -77 -89 b_quark 0 4.18 124.159 101 29 66
Z 1 91.2 220.087 136 140 45 Z 1 91.2 258.889 -225 -80 41
b_quark 0 4.18 144.995 -74 101 73 b_quark 0 4.18 199.006 96 -173 21
b_quark 0 4.18 109.309 -55 91 -25 b_quark 0 4.18 198.405 107 -123 113
b_quark 0 4.18 69.1554 -56 30 27 b_quark 0 4.18 173.074 142 62 -77
b_quark 0 4.18 130.044 -17 -117 -54 b_quark 0 4.18 179.837 -78 56 152
b_quark 0 4.18 150.464 37 -33 142 b_quark 0 4.18 196.498 52 -13 -189
b_quark 0 4.18 139.002 70 120 -2 b_quark 0 4.18 276.833 -161 -213 -73
b_quark 0 4.18 114.081 -24 10 111 b_quark 0 4.18 128.131 16 -60 -112
b_quark 0 4.18 128.287 74 -50 92 b_quark 0 4.18 204.344 -83 101 -157
b_quark 0 4.18 175.004 150 -78 -45 b_quark 0 4.18 100.893 -55 -9 84
W+ 1 80.4 170.115 129 -53 55 W- 1 80.4 229.454 -188 -5 -104
b_quark 0 4.18 137.129 129 -39 25 b_quark 0 4.18 163.794 -147 51 -51
b_quark 0 4.18 139.347 46 72 110 b_quark 0 4.18 254.131 -146 -20 -207
b_quark 0 4.18 165.48 -139 -77 -46 b_quark 0 4.18 141.811 126 64 -11
W+ 1 80.4 142.015 62 -56 82 W- 1 80.4 139.993 2 19 -113
b_quark 0 4.18 184.164 109 137 57 b_quark 0 4.18 150.055 -73 -81 -103
b_quark 0 4.18 152.051 -63 38 -133 b_quark 0 4.18 85.7116 37 -46 62
b_quark 0 4.18 199.904 112 150 -70 b_quark 0 4.18 186.795 -19 -185 17
Z 1 91.2 141.278 -105 -19 16 Z 1 91.2 238.341 202 79 38
b_quark 0 4.18 150.74 68 -105 -84 b_quark 0 4.18 73.746 20 70 11
b_quark 0 4.18 136.185 -32 111 -72 b_quark 0 4.18 220.605 93 -120 160
W+ 1 80.4 117.58 -4 -64 57 W- 1 80.4 117.767 76 -27 -30
b_quark 0 4.18 130.696 10 130 8 b_quark 0 4.18 47.8484 -24 -36 20
W+ 1 80.4 156.212 51 -91 84 W- 1 80.4 197.366 -56 133 -108
b_quark 0 4.18 117.824 24 -8 -115 b_quark 0 4.18 163.638 -80 14 142
b_quark 0 4.18 104.05 28 -5 100 b_quark 0 4.18 201.471 -96 46 -171
b_quark 0 4.18 177.408 60 -120 116 b_quark 0 4.18 151.322 -116 88 -41
W+ 1 80.4 192.487 -87 73 -133 W- 1 80.4 184.703 73 -11 149
b_quark 0 4.18 176.956 -80 80 136 b_quark 0 4.18 260.328 111 -66 -226
b_quark 0 4.18 42.9706 -12 34 23 b_quark 0 4.18 77.5079 -55 -54 -7
b_quark 0 4.18 158.63 -131 89 8 b_quark 0 4.18 133.103 113 -69 13
b_quark 0 4.18 130.658 39 98 77 b_quark 0 4.18 65.3794 42 -42 -27
W+ 1 80.4 146.278 -106 -36 -49 W- 1 80.4 180.403 58 134 69
b_quark 0 4.18 215.31 136 -143 -86 b_quark 0 4.18 168.117 -117 101 66
b_quark 0 4.18 122.908 36 -113 -32 b_quark 0 4.18 100.973 -44 81 41
b_quark 0 4.18 132.814 43 -118 43 b_quark 0 4.18 99.179 29 67 -67
b_quark 0 4.18 142.956 57 81 -103 b_quark 0 4.18 49.7843 42 -11 24
b_quark 0 4.18 209.889 -114 -136 -112 b_quark 0 4.18 298.006 153 170 191
b_quark 0 4.18 150.634 97 -108 -40 b_quark 0 4.18 171.873 -1 169 -31
W+ 1 80.4 194.103 -50 86 -146 W- 1 80.4 224.549 42 -125 163
b_quark 0 4.18 172.657 -122 122 -5 b_quark 0 4.18 205.705 181 -56 -80
b_quark 0 4.18 148.322 -78 -117 47 b_quark 0 4.18 213.896 78 175 -95
b_quark 0 4.18 153.034 23 -72 -133 b_quark 0 4.18 181.101 70 18 166
W+ 1 80.4 142.531 -93 51 -51 W- 1 80.4 173.232 10 -126 87
tau+ 0 1.78 219.47 66 148 -148 tau- 0 1.78 198.192 -54 -125 144
W+ 1 80.4 153.376 28 -124 -30 W- 1 80.4 241.015 -2 202 104
b_quark 0 4.18 207.344 -117 -143 -94 b_quark 0 4.18 272.218 161 208 70
b_quark 0 4.18 139.766 -45 124 -46 b_quark 0 4.18 166.642 -34 -150 64
Z 1 91.2 128.15 4 67 60 Z 1 91.2 173.837 46 -119 -75
b_quark 0 4.18 22.0788 -5 11 -18 b_quark 0 4.18 124.702 96 -29 -74
b_quark 0 4.18 81.673 64 21 46 b_quark 0 4.18 198.906 -152 -79 -101
W+ 1 80.4 120.877 -75 -49 11 W- 1 80.4 118.967 76 -8 -43
b_quark 0 4.18 150.872 121 90 -2 b_quark 0 4.18 193.774 -127 -129 69
b_quark 0 4.18 183.498 -127 -58 119 b_quark 0 4.18 158.403 153 12 -39
b_quark 0 4.18 161.107 -136 -61 -61 b_quark 0 4.18 225.137 163 144 58
b_quark 0 4.18 148.995 -91 -26 -115 b_quark 0 4.18 169.43 136 -28 97
b_quark 0 4.18 109.03 -75 62 49 b_quark 0 4.18 207.373 149 -144 7
b_quark 0 4.18 101.002 18 -82 56 b_quark 0 4.18 80.9288 -12 42 -68
W+ 1 80.4 135.271 -29 57 -88 W- 1 80.4 110.793 -47 -59 -11
tau+ 0 1.78 119.571 -83 -86 3 tau- 0 1.78 186.186 -13 178 53
W+ 1 80.4 194.286 -109 9 -139 W- 1 80.4 259.621 183 -15 165
b_quark 0 4.18 118.18 107 -40 -30 b_quark 0 4.18 181.614 -130 105 71
W+ 1 80.4 207.642 -131 13 139 W- 1 80.4 173 31 2 -150
b_quark 0 4.18 228.778 132 127 -137 b_quark 0 4.18 256.569 -103 -151 180
b_quark 0 4.18 139.44 135 25 -24 b_quark 0 4.18 187.716 -160 -94 28
W+ 1 80.4 135.887 52 -9 -96 W- 1 80.4 201.281 13 5 184
W+ 1 80.4 178.242 96 31 -123 W- 1 80.4 242.102 -94 -7 208
W+ 1 80.4 150.127 113 -44 -37 W- 1 80.4 143.001 -110 21 38
tau+ 0 1.78 164.682 44 91 -130 tau- 0 1.78 243.576 -114 -77 201
b_quark 0 4.18 117.109 -22 53 -102 b_quark 0 4.18 82.6346 -63 -49 21
W+ 1 80.4 152.07 -128 -14 -9 W- 1 80.4 262.323 220 85 -82
tau+ 0 1.78 204.959 146 33 -140 tau- 0 1.78 226.489 -214 13 73
b_quark 0 4.18 130.24 -111 0 68 b_quark 0 4.18 94.0557 82 16 -43
b_quark 0 4.18 146.923 -37 -142 6 b_quark 0 4.18 200.159 11 199 18
b_quark 0 4.18 72.5705 -22 69 2 b_quark 0 4.18 171.556 57 -151 58
b_quark 0 4.18 179.361 -8 -133 120 b_quark 0 4.18 228.549 -62 202 -87
b_quark 0 4.18 164.871 -52 -106 -115 b_quark 0 4.18 185.816 30 153 101
b_quark 0 4.18 126.216 -30 118 33 b_quark 0 4.18 225.961 6 -218 59
b_quark 0 4.18 64.5172 -56 -28 -15 b_quark 0 4.18 124.095 -37 117 -18
b_quark 0 4.18 154.478 87 71 -106 b_quark 0 4.18 94.1726 -79 -3 51
b_quark 0 4.18 149.343 94 15 -115 b_quark 0 4.18 194.418 -100 -15 166
tau+ 0 1.78 167.192 11 -73 -150 tau- 0 1.78 125.013 44 45 108
tau+ 0 1.78 187.532 -139 -38 120 tau- 0 1.78 128.313 60 69 -90
b_quark 0 4.18 80.0467 17 25 74 b_quark 0 4.18 186.114 -99 -54 -148
tau+ 0 1.78 86.0765 22 -19 81 tau- 0 1.78 134.912 -78 33 -105
b_quark 0 4.18 114.885 106 -44 3 b_quark 0 4.18 113.201 -94 -45 -44
Z 1 91.2 179.57 -44 146 26 Z 1 91.2 145.064 74 -47 -71
b_quark 0 4.18 166.2 38 -81 140 b_quark 0 4.18 137.955 -83 62 -91
b_quark 0 4.18 191.427 -91 -95 139 b_quark 0 4.18 197.148 89 95 -148
b_quark 0 4.18 181.93 -82 146 -71 b_quark 0 4.18 277.12 89 -216 149
b_quark 0 4.18 134.942 68 -112 32 b_quark 0 4.18 187.581 -98 149 -58
W+ 1 80.4 232.491 150 -112 -112 W- 1 80.4 230.981 -54 114 176
b_quark 0 4.18 190.43 118 -11 -149 b_quark 0 4.18 198.382 -132 -65 133
W+ 1 80.4 157.551 41 6 129 W- 1 80.4 197.041 -106 -31 -142
b_quark 0 4.18 42.6318 -30 30 0 b_quark 0 4.18 94.2097 -65 -68 -3
b_quark 0 4.18 127.037 39 110 50 b_quark 0 4.18 217.503 -124 -135 -117
Z 1 91.2 219.944 -148 -127 -45 Z 1 91.2 292.182 196 189 54
b_quark 0 4.18 145.198 2 -6 -145 b_quark 0 4.18 114.571 -42 23 104
W+ 1 80.4 140.147 -24 100 -51 W- 1 80.4 184.34 36 -61 150
b_quark 0 4.18 201.51 -134 32 147 b_quark 0 4.18 212.477 152 11 -148
b_quark 0 4.18 142.655 -5 142 -12 b_quark 0 4.18 212.895 -57 -197 57
b_quark 0 4.18 185.115 143 115 -24 b_quark 0 4.18 172.961 -128 -95 67
b_quark 0 4.18 124.501 -97 -65 -43 b_quark 0 4.18 188.201 107 137 72
b_quark 0 4.18 134.114 -68 -76 -87 b_quark 0 4.18 50.0047 7 15 47
W+ 1 80.4 97.863 -14 1 -54 W- 1 80.4 160.244 -18 91 103
b_quark 0 4.18 182.679 -127 -124 -43 b_quark 0 4.18 265.523 70 217 136
b_quark 0 4.18 140.07 -23 -92 -103 b_quark 0 4.18 91.97 8 76 51
b_quark 0 4.18 169.604 -90 -142 -22 b_quark 0 4.18 267.874 167 209 -13
b_quark 0 4.18 152.756 102 -12 -113 b_quark 0 4.18 233.997 -179 -14 150
b_quark 0 4.18 147.362 -59 116 -69 b_quark 0 4.18 192.527 135 -118 70
b_quark 0 4.18 162.27 -68 -123 81 b_quark 0 4.18 217.595 33 200 -79
b_quark 0 4.18 161.776 -113 -112 29 b_quark 0 4.18 216.073 95 157 -114
tau+ 0 1.78 60.7879 42 38 -22 tau- 0 1.78 72.3337 -4 37 -62
W+ 1 80.4 123.471 62 29 64 W- 1 80.4 139.489 -46 -26 -101
b_quark 0 4.18 158.866 50 -136 -65 b_quark 0 4.18 216.715 36 146 156
W+ 1 80.4 167.78 -127 -9 -74 W- 1 80.4 239.99 197 109 21
b_quark 0 4.18 111.079 53 -94 -26 b_quark 0 4.18 163.461 45 154 31
b_quark 0 4.18 99.3402 61 37 69 b_quark 0 4.18 183.067 -150 60 -86
b_quark 0 4.18 95.8252 56 -77 10 b_quark 0 4.18 181.592 -89 146 -61
b_quark 0 4.18 142.388 -48 -113 -72 b_quark 0 4.18 168.293 122 115 -14
Z 1 91.2 126.406 16 -67 54 Z 1 91.2 119.178 -49 11 -58
W+ 1 80.4 153.643 43 -37 -118 W- 1 80.4 131.065 3 87 56
b_quark 0 4.18 182.004 -94 76 -136 b_quark 0 4.18 195.932 72 8 182
b_quark 0 4.18 191.331 26 -133 135 b_quark 0 4.18 241.836 41 181 -155
b_quark 0 4.18 125.302 -29 -99 -71 b_quark 0 4.18 146.463 59 132 23
b_quark 0 4.18 151.56 38 -145 22 b_quark 0 4.18 136.406 -117 56 -42
b_quark 0 4.18 144.407 -116 -18 -84 b_quark 0 4.18 95.5954 24 92 -9
W+ 1 80.4 200.225 20 -149 105 W- 1 80.4 254.238 64 181 -146
b_quark 0 4.18 193.278 -87 123 121 b_quark 0 4.18 180.877 77 -83 -141
b_quark 0 4.18 172.254 142 -29 -93 b_quark 0 4.18 256.06 -163 46 192
b_quark 0 4.18 66.9811 -66 7 -8 b_quark 0 4.18 111.546 54 10 97
b_quark 0 4.18 126.046 -59 58 95 b_quark 0 4.18 177.083 58 -76 -149
W+ 1 80.4 191.053 135 106 -24 W- 1 80.4 193.399 -107 -73 119
b_quark 0 4.18 128.858 -125 31 1 b_quark 0 4.18 110.465 110 7 -6
b_quark 0 4.18 126.362 -85 -57 -74 b_quark 0 4.18 133.456 4 121 56
W+ 1 80.4 201.597 -138 117 38 W- 1 80.4 176.919 104 -114 32
b_quark 0 4.18 221.295 -136 113 133 b_quark 0 4.18 202.572 152 -15 -133
W+ 1 80.4 174.694 -2 145 -55 W- 1 80.4 144.617 -75 -83 -44
W+ 1 80.4 86.5053 -13 -11 27 W- 1 80.4 156.911 75 84 -74
b_quark 0 4.18 159.895 45 -150 32 b_quark 0 4.18 243.089 27 239 35
b_quark 0 4.18 167.342 -72 59 139 b_quark 0 4.18 217.056 46 -6 -212
W+ 1 80.4 178.017 -19 -111 -112 W- 1 80.4 219.133 -43 195 41
W+ 1 80.4 131.86 -71 -49 59 W- 1 80.4 121.36 88 18 -14
b_quark 0 4.18 197.865 -144 -134 21 b_quark 0 4.18 303.942 233 195 7
b_quark 0 4.18 145.697 19 -143 -20 b_quark 0 4.18 199.626 -37 192 -40
W+ 1 80.4 224.119 -135 -112 -114 W- 1 80.4 277.973 200 57 166
b_quark 0 4.18 119.09 -17 -76 -90 b_quark 0 4.18 154.569 7 140 65
b_quark 0 4.18 129.655 -11 -124 -36 b_quark 0 4.18 214.211 13 210 -40
b_quark 0 4.18 231.973 -144 147 107 b_quark 0 4.18 336.854 220 -197 -162
b_quark 0 4.18 91.8231 43 -79 18 b_quark 0 4.18 177.824 -96 92 -118
b_quark 0 4.18 179.219 81 -146 -65 b_quark 0 4.18 249.677 -86 211 102
b_quark 0 4.18 86.5937 64 24 53 b_quark 0 4.18 63.9021 36 -33 -41
W+ 1 80.4 111.634 -65 -3 42 W- 1 80.4 195.067 149 95 -19
b_quark 0 4.18 122.676 -60 14 -106 b_quark 0 4.18 187.935 117 2 147
W+ 1 80.4 143.231 -61 41 93 W- 1 80.4 186.551 35 -126 -106
b_quark 0 4.18 165.132 -69 131 73 b_quark 0 4.18 175.196 36 -128 -114
W+ 1 80.4 196.258 39 96 -146 W- 1 80.4 223.153 -95 -78 168
b_quark 0 4.18 153.351 79 113 -67 b_quark 0 4.18 137.301 -113 -76 17
b_quark 0 4.18 201.066 103 101 -140 b_quark 0 4.18 311.733 -130 -176 222
b_quark 0 4.18 203.284 149 109 85 b_quark 0 4.18 197.678 -121 -143 -63
b_quark 0 4.18 131.109 18 72 -108 b_quark 0 4.18 95.0972 -61 -11 72
tau+ 0 1.78 85.7972 35 78 7 tau- 0 1.78 136.588 -93 -98 -20
b_quark 0 4.18 196.696 104 -120 116 b_quark 0 4.18 182.947 -94 150 -46
W+ 1 80.4 180.569 -96 -5 -130 W- 1 80.4 185.694 108 -15 127
b_quark 0 4.18 207.177 90 -121 142 b_quark 0 4.18 318.148 -90 205 -226
b_quark 0 4.18 152.73 122 -37 -84 b_quark 0 4.18 191.863 -127 96 107
b_quark 0 4.18 81.0584 -73 18 30 b_quark 0 4.18 91.7795 49 -73 26
b_quark 0 4.18 104.945 96 36 -22 b_quark 0 4.18 170.048 -149 -67 -47
b_quark 0 4.18 168.901 -39 -150 -67 b_quark 0 4.18 299.572 34 249 163
b_quark 0 4.18 91.8448 -13 -43 80 b_quark 0 4.18 165.135 20 -56 -154
tau+ 0 1.78 81.3091 80 12 8 tau- 0 1.78 51.4992 -22 -22 41
b_quark 0 4.18 146.722 50 -113 79 b_quark 0 4.18 287.756 -144 183 -169
W+ 1 80.4 179.667 106 -108 54 W- 1 80.4 164.421 -141 20 -17
b_quark 0 4.18 189.493 -32 -135 -129 b_quark 0 4.18 153.634 -32 89 121
b_quark 0 4.18 215.598 -138 -139 90 b_quark 0 4.18 214.612 166 134 -23
W+ 1 80.4 94.3513 15 47 2 W- 1 80.4 163.261 85 -79 -82
b_quark 0 4.18 108.307 90 -42 -43 b_quark 0 4.18 58.7067 2 -49 -32
W+ 1 80.4 114.102 55 -41 43 W- 1 80.4 161.88 -66 108 -61
b_quark 0 4.18 94.6281 56 76 -5 b_quark 0 4.18 225.658 -146 -158 -68
W+ 1 80.4 188.42 15 -93 -142 W- 1 80.4 167.896 13 116 90
b_quark 0 4.18 145.556 24 143 -12 b_quark 0 4.18 233.682 47 -210 91
b_quark 0 4.18 143.706 -103 5 100 b_quark 0 4.18 148.103 115 -86 -36
b_quark 0 4.18 148.773 64 74 -112 b_quark 0 4.18 230.622 -52 -148 169
b_quark 0 4.18 176.189 -102 86 -115 b_quark 0 4.18 157.704 138 -25 72
W+ 1 80.4 133.226 40 -9 98 W- 1 80.4 192.521 -18 0 -174
b_quark 0 4.18 84.7259 -19 -76 32 b_quark 0 4.18 26.8788 -7 -20 -16
b_quark 0 4.18 143.173 124 -71 -8 b_quark 0 4.18 158.277 -131 57 68
W+ 1 80.4 162.004 79 106 -48 W- 1 80.4 248.244 -152 -179 4
b_quark 0 4.18 73.2357 -20 -61 35 b_quark 0 4.18 183.727 113 88 -115
b_quark 0 4.18 163.58 -6 -119 112 b_quark 0 4.18 189.281 12 175 -71
b_quark 0 4.18 191.161 94 -100 133 b_quark 0 4.18 219.701 -185 65 -99
b_quark 0 4.18 172.753 116 -47 -119 b_quark 0 4.18 240.538 -156 4 183
b_quark 0 4.18 94.5647 -5 -80 50 b_quark 0 4.18 192.83 58 131 -129
b_quark 0 4.18 186.95 -120 42 137 b_quark 0 4.18 227.041 155 -84 -143
b_quark 0 4.18 134.649 -39 -104 76 b_quark 0 4.18 232.212 115 174 -102
b_quark 0 4.18 76.4818 -16 70 -26 b_quark 0 4.18 129.794 77 -84 62
W+ 1 80.4 189.956 103 43 131 W- 1 80.4 213.79 -101 -135 -104
W+ 1 80.4 207.078 -124 121 -80 W- 1 80.4 131.046 100 -22 15
b_quark 0 4.18 125.385 42 -22 -116 b_quark 0 4.18 209.197 -139 -77 136
b_quark 0 4.18 134.649 46 106 69 b_quark 0 4.18 171.127 -143 -93 -13
tau+ 0 1.78 180.514 133 -122 -3 tau- 0 1.78 161.692 -74 107 96
b_quark 0 4.18 149.209 18 131 -69 b_quark 0 4.18 221.421 39 -217 20
b_quark 0 4.18 155.681 -143 49 -37 b_quark 0 4.18 180.054 171 -5 56
b_quark 0 4.18 156.906 120 -101 -1 b_quark 0 4.18 48.6464 -35 10 -32
Z 1 91.2 120.135 -45 -57 29 Z 1 91.2 101.328 -1 10 43
b_quark 0 4.18 176.699 -92 121 90 b_quark 0 4.18 189.429 91 -48 -159
W+ 1 80.4 156.57 25 -132 1 W- 1 80.4 235.351 9 221 -2
b_quark 0 4.18 109.323 62 79 43 b_quark 0 4.18 146.964 27 -86 -116
b_quark 0 4.18 210.318 -134 94 132 b_quark 0 4.18 297.903 216 -132 -157
b_quark 0 4.18 71.3055 37 -43 -43 b_quark 0 4.18 170.972 -95 142 -5
W+ 1 80.4 139.432 -13 -82 78 W- 1 80.4 235.816 -52 179 -120
b_quark 0 4.18 154.624 99 -59 103 b_quark 0 4.18 228.715 -118 140 -137
b_quark 0 4.18 203.54 -109 89 147 b_quark 0 4.18 247.85 114 4 -220
b_quark 0 4.18 78.4122 21 -73 19 b_quark 0 4.18 92.2576 -63 45 50
b_quark 0 4.18 162.43 -111 101 62 b_quark 0 4.18 244.095 182 -160 29
W+ 1 80.4 179.853 7 -65 -147 W- 1 80.4 221.482 -77 90 169
W+ 1 80.4 154.509 -118 -37 46 W- 1 80.4 229.97 138 117 -117
b_quark 0 4.18 78.9903 5 -71 34 b_quark 0 4.18 111.779 -98 32 43
Z 1 91.2 227.867 99 -118 141 Z 1 91.2 285.66 -178 184 -88
W+ 1 80.4 120.046 5 -89 -1 W- 1 80.4 126.973 -8 87 45
b_quark 0 4.18 235.88 -145 -134 -129 b_quark 0 4.18 324.731 230 222 57
b_quark 0 4.18 156.762 -126 -91 -20 b_quark 0 4.18 150.534 149 19 9
b_quark 0 4.18 75.9636 40 -48 43 b_quark 0 4.18 96.0649 -11 93 -21
b_quark 0 4.18 201.004 -128 -76 -135 b_quark 0 4.18 147.348 137 18 51
W+ 1 80.4 199.688 -127 -11 131 W- 1 80.4 221.274 105 -57 -168
W+ 1 80.4 206.72 -128 114 83 W- 1 80.4 260.304 141 -198 -47
b_quark 0 4.18 130.887 89 -27 -92 b_quark 0 4.18 161.411 -136 42 76
b_quark 0 4.18 186.35 -33 116 -142 b_quark 0 4.18 248.289 131 -135 162
b_quark 0 4.18 85.2964 -48 65 -27 b_quark 0 4.18 140.209 19 -104 92
W+ 1 80.4 151.783 -82 -99 7 W- 1 80.4 174.898 100 110 -45
b_quark 0 4.18 161.785 -74 -116 85 b_quark 0 4.18 196.353 38 182 -63
b_quark 0 4.18 153.086 76 -59 -119 b_quark 0 4.18 162.035 -35 7 158
W+ 1 80.4 179.583 -3 -71 144 W- 1 80.4 308.068 -56 165 -241
b_quark 0 4.18 196.09 21 -128 147 b_quark 0 4.18 275.983 -7 190 -200
b_quark 0 4.18 117.501 -8 27 -114 b_quark 0 4.18 119.927 -12 35 114
tau+ 0 1.78 152.542 -96 -19 117 tau- 0 1.78 97.9396 33 -70 -60
b_quark 0 4.18 192.345 147 121 27 b_quark 0 4.18 181.977 -148 -105 13
tau+ 0 1.78 186.626 -47 -109 144 tau- 0 1.78 218.291 52 112 -180
b_quark 0 4.18 80.4268 -69 -39 -13 b_quark 0 4.18 113.699 47 90 -51
b_quark 0 4.18 80.8856 54 -60 -3 b_quark 0 4.18 98.6685 30 13 93
b_quark 0 4.18 156.303 144 -14 -59 b_quark 0 4.18 124.545 -47 114 -17
W+ 1 80.4 171.747 -128 -68 -45 W- 1 80.4 245.367 195 104 70
b_quark 0 4.18 132.263 76 -102 36 b_quark 0 4.18 218.233 -54 194 -84
Z 1 91.2 183.985 -116 29 -106 Z 1 91.2 220.042 199 -20 10
b_quark 0 4.18 126.311 112 -57 -12 b_quark 0 4.18 98.9013 -28 94 -12
b_quark 0 4.18 145.611 32 44 135 b_quark 0 4.18 89.6129 -10 32 -83
b_quark 0 4.18 179.353 70 129 -103 b_quark 0 4.18 204.93 -53 -169 103
b_quark 0 4.18 99.6618 -55 -49 -67 b_quark 0 4.18 154.598 -29 139 61
Z 1 91.2 155.587 19 115 48 Z 1 91.2 229.535 65 -200 12
b_quark 0 4.18 185.333 -141 -115 35 b_quark 0 4.18 122.615 42 62 -97
b_quark 0 4.18 116.376 -9 -106 -47 b_quark 0 4.18 134.716 -59 117 31
b_quark 0 4.18 121.089 -65 4 -102 b_quark 0 4.18 157.272 94 -16 125
W+ 1 80.4 139.033 -27 109 -16 W- 1 80.4 118.179 85 -14 -9
W+ 1 80.4 139.808 -21 -79 80 W- 1 80.4 110.105 27 -13 -69
b_quark 0 4.18 191.095 -112 130 84 b_quark 0 4.18 135.065 67 -50 -106
W+ 1 80.4 187.097 -84 -13 146 W- 1 80.4 142.278 67 49 -83
b_quark 0 4.18 125.042 79 79 -56 b_quark 0 4.18 172.544 -11 -172 7
